tconst,averageRating,numVotes
tt2517438,6.1,25
tt2517658,5.8,14873
tt25177738,8.3,6
tt25177786,3.4,17
tt25178854,5.9,290
tt2518190,6.4,118
tt2518294,6.2,305
tt2518370,6.0,415
tt2518848,2.3,2365
tt2518926,2.8,2589
tt2518994,8.2,25
tt2519088,6.0,59
tt2519256,8.0,21
tt2519428,6.9,134
tt2520306,5.5,184
tt2520394,6.1,199
tt2520428,8.1,9
tt2520484,5.8,16
tt2520516,5.4,944
tt2520578,5.0,1016
tt2520678,4.6,162
tt2520864,3.7,127
tt2521188,6.9,3125
tt2521404,4.1,1207
tt2521436,3.7,1227
tt2521724,6.4,345
tt2522082,6.5,104
tt2522132,6.4,78
tt2522172,7.8,14
tt2522376,4.2,26
tt2522530,6.0,106
tt2522596,3.8,9
tt2522908,6.1,82
tt2522934,5.7,526
tt2522988,8.1,20
tt2523096,3.6,339
tt2523426,3.6,408
tt2523600,6.9,4701
tt2523692,3.8,446
tt2523756,4.7,659
tt2523832,7.0,7386
tt2523872,5.6,163
tt2524220,5.6,6
tt2524568,6.5,1137
tt2524628,8.4,29
tt2524638,4.4,40
tt2524674,5.8,12362
tt2524846,7.5,35
tt2524934,2.9,135
tt2525156,3.3,502
tt2525212,6.1,55
tt2525450,2.2,194
tt2525478,6.7,11
tt2525596,6.1,606
tt2525718,5.1,33
tt2525802,4.9,134
tt25260658,3.2,70
tt25260664,5.8,1430
tt2526152,6.6,51
tt2526374,6.4,38
tt2526422,4.3,90
tt2526898,4.0,258
tt2527048,6.9,88
tt2527186,5.1,9552
tt2527190,6.6,581
tt2527238,5.9,828
tt2527256,8.4,31
tt2527336,6.9,672028
tt2527338,6.4,493406
tt2527368,8.3,10
tt2527660,6.0,171
tt2528166,5.5,147
tt2528508,8.2,11
tt2528814,4.6,44944
tt2529194,4.0,27
tt2529232,4.5,19
tt2529256,7.1,250
tt2529866,4.6,13
tt2530096,7.2,53
tt2530316,4.4,207
tt2530392,7.3,1454
tt2530738,5.8,120
tt2530756,5.4,152
tt2531084,7.2,13
tt2531120,6.8,102
tt2531168,5.2,906
tt2531258,5.2,538
tt2531334,4.3,4973
tt2531344,6.2,85978
tt2531362,5.1,2400
tt2531822,6.6,46
tt2532124,5.9,35
tt2532806,5.3,30
tt2532920,7.0,7
tt2533024,4.2,366
tt2533492,5.1,100
tt2534634,7.1,5273
tt2534642,5.6,243
tt2534648,7.3,963
tt2534660,7.5,1705
tt2535018,8.0,33
tt2535084,4.7,198
tt2535162,6.2,49
tt2535348,2.7,162
tt2535394,4.1,199
tt2535460,8.0,10
tt2535470,6.2,18374
tt2535502,5.4,29
tt2536006,6.8,40
tt2536086,2.4,621
tt2536246,6.1,177
tt2536298,8.6,9
tt2536306,6.7,719
tt2536310,6.8,284
tt2536332,7.1,18
tt2536426,6.8,266
tt2536428,5.8,1498
tt2536448,6.4,41
tt2537064,5.1,131
tt2537176,5.7,32885
tt2537390,5.8,2867
tt2538130,6.3,1021
tt2538204,5.0,558
tt2538222,6.4,2341
tt2538614,5.9,39
tt2538654,4.4,772
tt2538778,2.9,589
tt25393900,2.2,13
tt2539482,7.0,1916
tt25396646,5.6,364
tt2540136,4.9,103
tt2542406,8.0,2062
tt2542408,3.5,21
tt2542502,3.8,206
tt2542616,6.3,739
tt2543164,7.9,771267
tt2543202,3.1,1154
tt2543336,6.1,8445
tt2543460,6.3,11
tt2543472,7.9,178402
tt2543484,3.4,379
tt2543490,6.3,42
tt2543508,6.6,284
tt2543528,6.4,18
tt2543610,6.4,9
tt2543698,6.2,684
tt2543702,4.8,3018
tt2543738,6.5,37
tt25437574,3.2,227
tt2543824,7.0,17
tt2543828,3.3,52
tt2543930,7.4,118
tt2544074,3.8,2027
tt2544120,6.0,2628
tt2544174,5.2,18
tt2544182,6.8,780
tt2544472,4.3,845
tt2544624,7.5,55
tt2544734,4.2,3668
tt2544766,7.0,10426
tt2544864,5.0,189
tt2545068,7.0,95
tt2545082,7.8,30
tt2545186,4.6,668
tt2545384,3.9,538
tt2545538,4.4,830
tt2545646,7.8,15
tt2545652,5.3,16
tt2545692,4.1,494
tt2545870,6.3,18
tt2545936,4.0,252
tt2546132,7.3,8
tt2546764,3.6,338
tt2546980,6.6,26
tt2547172,4.5,1566
tt2547204,6.9,12
tt2547290,5.2,119
tt2547584,7.2,60101
tt2547942,2.2,930
tt2548096,6.5,240
tt2548208,6.2,8796
tt2548396,5.5,113022
tt2548398,6.5,114
tt2549270,6.0,8
tt2549398,5.7,16
tt2549540,5.5,1779
tt2549996,7.5,88
tt2550112,6.0,277
tt2550300,7.5,39
tt2550590,3.7,10
tt2550838,5.4,1259
tt2550988,5.4,37
tt2551076,6.4,1316
tt2551330,4.2,13
tt2551378,4.9,4122
tt2551396,5.8,5300
tt2551428,5.1,583
tt2551456,6.6,170
tt2551460,5.1,221
tt2551492,7.2,468
tt2551500,7.1,312
tt2551510,3.0,185
tt2551544,6.2,68
tt2551842,2.4,128
tt2551894,6.3,1398
tt2552394,6.2,6559
tt2552432,7.7,19
tt2552498,2.2,1831
tt2552570,4.1,282
tt2552626,3.5,24
tt2552666,4.5,33
tt2553010,5.9,47
tt2553134,5.7,57
tt2553376,7.0,70
tt2553424,6.2,2036
tt2553428,6.9,49
tt2553444,2.9,375
tt2553908,6.2,940
tt2553928,6.2,169
tt2554270,6.5,6820
tt2554274,6.5,158308
tt2554714,2.5,476
tt2554722,7.6,45
tt2554786,3.0,440
tt2554842,3.4,564
tt2555520,5.0,7
tt2555652,5.4,653
tt2555736,6.5,35859
tt2555958,7.0,10413
tt2556114,5.8,2497
tt2556228,6.5,50
tt2556296,6.4,439
tt2556308,7.2,30247
tt2556640,7.6,20
tt2556674,4.6,8
tt2556676,4.1,234
tt2556756,8.2,8
tt2556808,6.9,72
tt2556874,6.0,8264
tt2556936,6.3,2112
tt2557256,4.7,3838
tt2557276,6.5,6475
tt2557478,5.6,127295
tt2557490,6.1,198525
tt2557650,4.7,153
tt2557916,6.7,371
tt2557948,5.1,465
tt2558022,4.0,530
tt2558318,5.3,3923
tt2558484,6.0,33
tt2558996,4.2,134
tt2559214,5.3,184
tt2559232,6.3,111
tt2559244,6.3,435
tt2559458,5.6,830
tt2559620,4.3,147
tt2559786,4.8,584
tt2560102,7.2,6577
tt2560130,4.1,34
tt2560430,5.8,13
tt2560440,7.1,599
tt2560756,6.7,21
tt2560792,4.1,5671
tt2561130,8.2,40
tt2561546,5.6,16705
tt2561572,6.0,147042
tt2562146,3.4,199
tt2562162,6.0,373
tt2562232,7.7,666593
tt2562234,6.6,61
tt2562308,4.5,49
tt2562726,5.1,458
tt2563156,5.0,99
tt2563162,7.0,14
tt2563562,3.4,415
tt2564144,8.2,6329
tt2564456,5.9,20
tt2564706,8.2,5905
tt2564978,2.9,1175
tt2565208,7.2,11
tt2565306,5.3,580
tt2565752,6.6,1244
tt2565974,2.3,247
tt2565982,5.5,116
tt2566016,4.1,929
tt2566038,7.6,28
tt2566572,7.3,11
tt2566580,4.5,598
tt2566644,6.9,1912
tt2566924,5.6,103
tt2566966,5.1,16
tt2567026,6.2,122259
tt2567038,6.6,3971
tt2567370,6.4,225
tt2567376,3.4,11
tt2567606,6.7,17
tt2567688,7.1,296
tt2567712,7.3,48693
tt2568074,2.7,158
tt2568710,7.1,11
tt2568862,6.6,91582
tt2569236,3.6,1778
tt2569298,4.3,483
tt2569398,7.4,990
tt2569414,8.7,9
tt2569548,5.0,155
tt2569736,8.2,10
tt2569770,6.1,13
tt2569772,6.7,1023
tt2570056,6.8,20
tt2570216,6.3,12
tt2570224,5.0,460
tt2570292,6.2,516
tt2570414,5.3,1210
tt2570436,3.7,526
tt2570738,5.7,1294
tt2570750,4.6,19
tt2570792,6.4,24
tt2570812,8.5,38
tt2570858,6.5,14354
tt2570920,7.1,68
tt2571140,5.1,11855
tt2571146,3.8,23
tt2571362,1.8,584
tt2571502,6.3,1534
tt2571540,5.7,106
tt2571610,5.8,867
tt2571634,4.8,87
tt2571764,4.3,128
tt2571966,3.7,298
tt2572014,8.4,18
tt2572030,4.7,164
tt2572042,8.2,22
tt2572174,5.0,751
tt2572336,4.7,19
tt2572632,5.8,4373
tt25730494,6.7,22
tt2573198,6.6,2009
tt2573206,5.0,229
tt2573268,7.1,33
tt2573372,4.8,1536
tt2573438,5.3,5495
tt2573536,5.7,441
tt2573750,6.0,2233
tt2573806,5.6,291
tt2573818,2.9,79
tt2573858,6.0,4495
tt2573870,8.0,10
tt2574088,7.6,10
tt2574538,4.3,346
tt2574576,5.9,1482
tt2574666,4.1,888
tt2574698,2.7,60256
tt2574836,7.5,13
tt2575290,5.8,172
tt2575382,7.3,86
tt2575564,8.6,12
tt2575568,7.0,24
tt2575980,7.3,9
tt2576002,3.3,698
tt2576120,6.6,36
tt2576450,3.5,6004
tt2576522,6.8,1825
tt2576830,5.2,54
tt2576840,8.2,6
tt2576852,8.0,54015
tt2577138,7.8,7
tt2577150,7.3,5111
tt2577172,5.5,9803
tt2577308,8.8,12
tt2577452,6.5,9
tt2577470,5.2,219
tt2577622,6.8,1704
tt2577636,4.5,201
tt2577662,4.6,53
tt2577668,5.4,563
tt2577854,4.6,845
tt2578066,6.5,55
tt2578092,6.8,29
tt2578102,8.8,18
tt2578418,6.0,343
tt2578550,6.6,9
tt2578574,8.0,13
tt2578608,1.6,2008
tt2578622,7.4,26
tt2578832,5.7,111
tt2579034,4.3,152
tt2579200,6.0,190
tt2579222,7.8,31
tt2579290,5.6,100
tt2579538,6.4,21
tt2579680,5.9,830
tt2579836,3.7,868
tt2579952,6.7,236
tt2580382,6.4,18676
tt2580486,7.7,12
tt2580744,7.5,27
tt2580888,3.8,144
tt2580920,5.9,64
tt2581244,5.7,23838
tt2581306,7.4,32
tt2581390,8.7,15
tt2581480,3.2,369
tt2581664,6.1,147
tt2581670,5.4,20
tt2582240,5.6,252
tt2582320,6.3,453
tt2582426,4.6,1838
tt2582496,7.7,138291
tt2582498,6.2,11668
tt2582500,4.8,14906
tt2582502,7.0,28735
tt2582576,6.3,27325
tt2582624,4.5,285
tt2582782,7.6,252575
tt2582784,6.0,10417
tt2582802,8.5,989636
tt2582846,7.7,401163
tt2583192,5.5,121
tt2583428,8.0,90
tt2583530,7.1,133
tt2583690,6.2,159
tt2583814,5.1,370
tt2584018,6.3,2209
tt2584058,6.5,188
tt2584380,5.5,408
tt2584384,7.9,441418
tt2584514,5.6,9
tt2584630,6.3,9
tt2584640,6.5,59
tt2584642,3.6,96
tt2585072,5.5,499
tt2585078,5.1,415
tt2585160,6.9,866
tt2585312,4.4,10
tt2585526,4.2,52
tt2585548,4.2,452
tt2585562,7.9,8695
tt2585736,4.9,2013
tt2586000,6.5,1034
tt2586058,5.4,42
tt2586062,8.1,14
tt2586118,6.7,5636
tt2586120,6.3,5709
tt2586394,5.0,93
tt2586482,5.2,10
tt2587198,6.3,402
tt2587366,5.3,104
tt2587914,3.7,1707
tt2588164,9.1,13
tt2588506,4.8,143
tt2589028,8.8,13
tt2589070,4.6,164
tt2589076,4.8,291
tt2589338,5.4,12
tt2589576,4.6,125
tt2589640,6.3,703
tt2590280,6.0,235
tt2591692,4.3,238
tt2591720,6.8,22
tt2591738,7.4,779
tt2591814,7.4,52585
tt2591836,6.2,11
tt2592126,7.0,57
tt2592336,6.9,2835
tt2592484,5.1,1222
tt2592512,8.6,13
tt2592594,6.5,493
tt2592614,5.5,100980
tt2592808,6.9,3021
tt2592964,8.9,19
tt2593224,6.3,1449
tt2593270,5.7,37
tt2593410,7.2,103
tt2594428,4.7,266
tt2594578,7.5,11
tt2594950,7.2,4805
tt2595182,5.1,698
tt2595664,6.3,220
tt2595922,7.0,47
tt2596158,5.7,17
tt2596196,5.0,46
tt2596246,3.2,213
tt2596368,4.9,89
tt2596476,5.2,519
tt25965782,7.4,23
tt2596914,6.8,24
tt2597098,6.9,135
tt2597242,4.8,7459
tt2597342,6.8,15
tt2597718,4.7,2252
tt2597726,6.8,93
tt2597756,6.2,257
tt2597760,5.4,4822
tt2597768,5.7,9845
tt2597802,4.5,137
tt2597804,6.7,3742
tt2597876,5.7,11
tt2597892,5.5,9731
tt2598580,2.5,1155
tt2599106,5.6,862
tt2599226,2.4,194
tt2599716,5.9,10656
tt2599938,5.5,91
tt26008162,4.1,580
tt2601260,4.9,345
tt2602174,4.8,90
tt2602230,5.6,20
tt2602286,6.4,34
tt2602308,6.5,7
tt2602970,7.5,9
tt2603282,7.6,5
tt2603308,6.2,776
tt2603600,2.1,295
tt2604268,6.1,40
tt2604286,3.6,12
tt2604330,3.9,52
tt2604346,5.6,1331
tt2604642,7.8,153
tt2604704,3.4,546
tt2605302,3.0,16
tt2605444,6.1,224
tt2605528,2.7,397
tt2606022,6.8,32
tt2606110,5.2,389
tt2606112,3.5,320
tt2606124,4.0,94
tt2606220,4.7,14
tt2606292,5.9,106
tt2606314,5.3,3308
tt2606614,3.6,434
tt2606788,4.8,117
tt2607378,6.8,68
tt2607614,3.4,75
tt2607634,6.2,174
tt2607692,5.2,199
tt2607832,7.8,21
tt2607844,6.9,21
tt2607890,7.1,21
tt2608030,5.1,1448
tt2608224,7.7,24193
tt2608232,4.9,54
tt2608250,6.3,29
tt26082988,3.8,164
tt2608324,5.6,1401
tt2608340,5.1,110
tt2608444,6.3,124
tt2608726,4.8,820
tt2608766,7.1,732
tt2608998,6.3,451
tt2609218,3.9,3113
tt2609222,6.4,3940
tt2609326,2.5,731
tt2609570,6.7,23
tt2609706,5.4,223
tt2609758,5.0,7149
tt2609778,6.2,1110
tt2609812,7.8,21
tt2609838,6.9,8
tt2609998,3.6,532
tt2610248,6.6,502
tt2610768,3.2,43635
tt2610890,4.3,67
tt2611160,4.9,162
tt2611344,6.1,16
tt2611390,6.9,1377
tt2611626,4.3,3610
tt2611652,7.4,9735
tt2612138,7.7,80
tt2612518,5.7,363
tt2612800,5.3,51
tt2613012,7.4,1165
tt2613068,6.2,85
tt2613348,6.1,29
tt2614030,3.4,14
tt2614400,5.9,260
tt2614684,7.2,60163
tt2614700,6.4,1137
tt2614722,6.6,1586
tt2614794,5.4,80
tt2614814,3.4,289
tt2614860,7.2,3792
tt2614902,7.0,85
tt2615584,4.9,5408
tt2615742,6.0,9
tt2616010,5.2,156
tt2616114,4.6,1079
tt2616352,4.7,29
tt2616448,6.6,32
tt2616454,3.8,10
tt2616810,6.8,9085
tt2616818,5.1,80
tt2617142,7.3,66
tt2617600,4.1,247
tt2617676,6.2,11651
tt2617828,7.5,22571
tt2617852,5.8,294
tt2618312,7.6,74
tt2618368,6.7,2099
tt2618936,6.2,228
tt2618948,6.0,31
tt2619062,4.1,128
tt2619066,8.5,12
tt2619098,8.4,13
tt2619106,3.8,109
tt2619512,5.6,4992
tt2619682,5.4,45
tt2620254,4.9,261
tt2620490,3.0,682
tt2620590,5.0,27846
tt2620736,5.3,7961
tt2621000,7.5,21312
tt2621664,5.2,101
tt2621742,6.4,26
tt2621784,3.5,152
tt2622038,8.9,184
tt2622100,4.9,55
tt2622114,4.9,34
tt2622128,6.7,22
tt2622156,5.6,615
tt2622294,3.2,249
tt2622420,3.4,180
tt2622536,8.1,13
tt2622542,6.1,103
tt2622602,8.9,17
tt2622672,2.6,615
tt2622834,7.1,92
tt2622854,6.0,156
tt2622874,5.4,2024
tt2622988,3.0,285
tt2623074,3.5,59
tt2623084,3.4,73
tt2623502,6.9,3074
tt2623856,6.8,20
tt2623946,3.5,387
tt26240498,6.6,41
tt2624220,6.8,81
tt2624316,5.6,566
tt2624412,5.8,8978
tt2624716,3.9,160
tt2624866,4.1,1539
tt2625028,4.8,40
tt2625030,7.5,26366
tt2625270,6.3,776
tt2625790,7.2,49
tt2625810,5.8,22101
tt2625948,3.0,207
tt2625968,6.0,139
tt2626064,6.3,14
tt2626090,6.8,1838
tt2626216,6.2,113
tt2626350,5.9,36044
tt2626460,5.0,1666
tt2626722,6.4,52
tt2626780,5.8,16
tt2626798,7.3,14
tt2626926,6.5,1369
tt2626964,6.3,1534
tt2627146,5.8,1005
tt2627630,5.3,78
tt2627826,7.5,25
tt2627842,6.0,84
tt2628374,6.4,98
tt2628430,6.4,9
tt2628830,6.0,103
tt2629110,8.6,38
tt26292703,9.0,6
tt2629322,7.3,269
tt2629374,4.4,68
tt2629726,4.9,13
tt2629802,7.6,24
tt2629852,8.4,45
tt2629936,6.0,71
tt2630028,6.3,336
tt2630076,4.7,509
tt2630096,6.5,144
tt2630134,5.6,2212
tt2630272,5.0,136
tt2630300,4.5,802
tt2630310,4.7,505
tt2630316,6.3,96
tt2630336,6.1,1880
tt2630526,5.6,401
tt2630704,6.4,15
tt2630742,5.8,254
tt2630866,4.7,8
tt2630876,6.6,68
tt2630880,5.8,185
tt2630930,7.2,14
tt2630992,3.5,1291
tt2631012,7.8,14
tt2631072,4.9,121
tt2631080,3.7,133
tt2631186,7.9,136918
tt2631554,5.2,83
tt2631820,5.1,12
tt2632156,4.8,66
tt2632184,6.4,141
tt2632308,4.9,151
tt2632346,7.4,8
tt2633076,5.7,3363
tt2633114,3.1,288
tt2633456,5.8,9
tt2633666,4.6,557
tt2634336,6.0,115
tt2634384,6.4,881
tt2634390,5.3,109
tt2634414,3.6,865
tt2634438,6.1,112
tt2634584,3.9,122
tt2634732,5.3,201
tt2635006,6.6,2737
tt2635442,7.3,20
tt2635622,6.9,5510
tt2635718,5.8,15
tt2635832,6.7,197
tt2636124,7.1,4343
tt2636186,6.2,35
tt2636196,8.4,18
tt2636362,6.5,430
tt2636488,5.6,412
tt2636806,6.4,1005
tt2637012,3.7,275
tt2637156,8.4,31
tt2637196,3.9,161
tt2637276,6.3,233790
tt2637294,5.0,41664
tt2637350,3.7,62
tt2637378,6.7,2579
tt2637580,4.0,502
tt2637866,7.4,8
tt2637906,5.6,85
tt2637978,5.7,594
tt2638048,3.6,564
tt2638104,5.7,1739
tt2638140,6.4,106
tt2638144,5.7,46848
tt2638450,7.7,8
tt2638456,4.5,104
tt2638662,5.1,4138
tt2638850,3.9,373
tt2639022,8.1,21
tt2639098,7.8,7
tt2639128,5.4,18
tt2639166,6.5,6
tt2639254,6.5,25394
tt2639336,6.0,38077
tt2639344,6.7,13304
tt2639498,8.0,8
tt2639514,2.7,555
tt2639664,6.1,2825
tt2640244,4.3,79
tt2640444,6.6,959
tt2640474,6.7,7935
tt2640570,4.3,145
tt2640674,2.6,415
tt2641066,5.9,42
tt2641314,4.6,25
tt2641704,5.7,28
tt2641826,6.9,76
tt2642020,5.9,429
tt2642064,4.0,164
tt2642110,7.7,24
tt2642128,2.7,25
tt2642226,3.7,106
tt2642328,7.3,40
tt2642912,5.2,17
tt2643308,6.5,2335
tt2643394,6.5,1082
tt2644134,6.6,16
tt2644140,7.0,31
tt2644178,3.2,228
tt26443677,3.4,9
tt2644690,2.8,26
tt2644714,4.5,3130
tt2644722,8.2,19
tt2644902,4.9,60
tt2644980,6.4,231
tt26450163,3.7,26
tt2645044,5.6,775
tt2645142,6.9,354
tt2645164,5.9,832
tt2645188,4.6,1584
tt26454065,9.0,5
tt2645542,5.9,49
tt26455850,4.8,8
tt2646378,4.3,3411
tt2646956,5.2,74
tt2647078,6.1,1772
tt2647750,6.1,16
tt2648138,6.1,19
tt2648188,9.8,11
tt2648218,6.9,14
tt2649126,6.0,35
tt2649128,6.4,7864
tt2649366,3.0,88
tt2649554,6.6,84024
tt2649660,5.6,17
tt2649680,3.6,625
tt2649800,5.7,93
tt2649830,6.8,23
tt2649882,4.3,174
tt2649954,5.1,16
tt2650414,6.5,183
tt2650486,5.8,84
tt2650498,6.0,21
tt2650640,4.3,29
tt2650642,6.6,3282
tt2650646,5.3,103
tt2650922,6.3,18
tt2650954,6.3,505
tt2650978,7.1,14310
tt2650986,6.8,4308
tt2651134,5.0,10
tt2651158,8.1,172
tt2651326,5.2,44
tt2651352,3.2,254
tt2651424,8.4,16
tt2651724,2.7,212
tt2651916,4.0,482
tt2651924,6.7,85
tt2652092,7.4,30021
tt2652118,6.1,20895
tt2652476,5.2,250
tt2652756,5.2,549
tt2653262,5.6,471
tt2653264,6.7,573
tt2653656,6.2,31
tt2653728,8.5,8
tt2653762,6.6,15
tt2653882,6.4,364
tt2653964,8.3,7
tt2654428,5.6,349
tt2654480,6.1,1461
tt2654522,5.5,548
tt2654536,6.7,346
tt2654572,6.1,3896
tt2654738,2.2,153
tt2655734,5.1,677
tt2655788,5.7,2595
tt2655938,5.6,451
tt2656420,6.2,33
tt2656508,4.2,49
tt2656588,6.3,2292
tt2657152,6.7,130
tt2657160,3.3,195
tt2657254,7.3,47
tt2657312,5.5,44
tt2657528,4.9,21
tt2657538,6.8,36
tt2657636,8.0,38
tt2657648,5.1,32
tt2658126,6.3,5959
tt2658190,6.6,9
tt2658278,6.8,70
tt2658428,6.3,577
tt2658538,5.4,962
tt2658544,4.2,106
tt2658768,5.6,153
tt2659070,6.0,87
tt2659190,6.4,1102
tt2659210,9.5,9
tt2659240,5.7,290
tt2659414,8.1,23958
tt2659416,5.5,59
tt2659464,6.2,74
tt2659512,6.4,1117
tt26599922,7.3,28
tt2660118,2.9,610
tt2660294,5.4,401
tt2660398,9.4,8
tt2660842,4.6,26
tt2660888,7.0,258516
tt2661382,5.5,120
tt2661536,5.6,43
tt2661578,7.1,436
tt2661644,5.6,288
tt2662218,5.2,670
tt2662230,5.8,123
tt2662320,5.9,15
tt2662378,6.6,17
tt2662500,8.1,9
tt2662764,2.7,355
tt2662808,4.2,126
tt2663176,3.8,24
tt2663576,5.6,32
tt2663738,6.2,274
tt2663744,4.0,938
tt2663788,5.8,6
tt2664012,5.4,42
tt2664074,6.2,139
tt2664080,6.4,629
tt2664108,4.9,365
tt2664264,6.1,826
tt2664456,4.9,312
tt2664712,5.2,800
tt2664766,6.0,32
tt2664822,6.6,15
tt2664880,5.1,2902
tt2664934,5.5,112
tt2664976,6.2,83
tt2664984,5.4,20
tt2665168,7.3,8
tt2665414,8.3,9
tt2665470,5.1,368
tt2665626,6.2,32
tt2666156,2.8,59
tt2666206,5.4,85
tt2666286,3.1,386
tt26669396,5.4,33
tt2667152,4.4,10
tt2667242,6.1,64
tt2667380,5.7,15014
tt2667550,7.0,5152
tt26678993,8.1,8
tt26678995,8.6,504
tt2667918,6.3,7829
tt2667960,5.5,6151
tt2668134,6.4,12884
tt2668670,6.5,15
tt2668800,6.4,1055
tt2668926,6.6,307
tt2668950,7.2,34
tt26689866,9.0,9
tt2669212,5.9,87
tt2669286,7.6,11
tt2669336,6.5,49142
tt2669338,4.5,55
tt2669348,5.2,17
tt2669634,3.1,160
tt2669686,3.8,84
tt2669718,2.4,336
tt26697836,5.0,5
tt2669832,4.9,181
tt2670016,4.6,1008
tt2670290,6.6,157
tt2670440,6.5,244
tt2670454,5.5,684
tt2670508,6.7,385
tt2670524,6.1,375
tt2670528,6.1,24
tt2670556,8.1,16
tt2670882,6.4,1669
tt2670946,5.5,617
tt2671106,5.2,125
tt2671270,4.3,83
tt2671652,5.8,101
tt2671706,7.2,118034
tt2671712,4.9,27
tt2671744,4.4,129
tt2671764,3.1,355
tt2671980,6.0,325
tt2672052,3.0,145
tt2672090,4.7,51
tt2672180,4.1,899
tt2672326,5.3,15
tt2672660,4.4,171
tt2673126,4.7,687
tt2673176,3.6,53
tt2673212,4.8,2995
tt2673258,6.2,1411
tt2673318,5.9,197
tt2673388,3.8,650
tt2673726,8.8,12
tt2673854,3.2,139
tt26739274,3.9,10
tt2674046,5.0,12
tt2674050,3.4,39
tt2674244,7.2,7
tt2674358,5.6,10369
tt2674426,7.4,287217
tt2674430,4.9,9162
tt2674454,6.0,15784
tt2674496,6.2,14
tt26748969,6.4,64
tt26748976,6.5,60
tt2675102,4.5,68
tt2675318,2.0,448
tt26753728,7.0,22
tt2675408,7.8,91
tt2675604,8.3,79
tt2675914,7.1,29144
tt26762649,6.2,64
tt2676350,2.9,899
tt2676440,5.2,6
tt2676470,5.1,756
tt2676710,2.8,606
tt2677064,5.8,2847
tt2677112,4.5,149
tt26771519,6.4,21
tt2677336,5.9,30
tt2677344,3.7,143
tt26774729,2.8,14
tt2677710,7.4,84
tt2677722,6.5,19050
tt2678212,7.6,64
tt2678350,7.5,29
tt2678900,3.5,83
tt2678948,6.2,13861
tt2679042,5.7,95677
tt2679480,7.0,2592
tt2679552,5.5,16964
tt2679576,6.1,613
tt2683694,6.6,695
tt2689354,4.7,1098
tt2689660,5.5,90
tt2689910,6.6,8
tt2689958,4.4,1655
tt2690138,5.1,11498
tt2690160,2.7,1684
tt2690226,6.6,1900
tt2690560,6.1,240
tt2690572,4.0,87
tt2690634,5.3,818
tt2690718,4.9,388
tt2691102,6.4,308
tt2691498,6.8,1663
tt2691514,4.0,82
tt2691554,3.0,361
tt2691580,7.3,229
tt2691690,7.4,22
tt2691722,7.1,3083
tt2691734,5.2,2501
tt2692134,8.0,31
tt2692250,6.2,135527
tt2692476,6.8,719
tt2692538,3.9,413
tt2692596,8.6,21
tt2692904,7.1,159590
tt2692938,7.8,96
tt2693076,4.0,110
tt2693114,2.3,157
tt26933893,4.3,12
tt2693580,6.6,7883
tt2693610,6.0,48
tt2693664,5.8,10354
tt26940544,4.1,57
tt2697380,5.3,6
tt2697586,4.5,78
tt2698678,6.7,62
tt2698966,6.1,817
tt2699290,3.8,190
tt2699466,5.9,163
tt2700114,4.3,130
tt2700170,6.2,135
tt2700194,3.2,619
tt2700582,5.3,323
tt2700660,5.9,63
tt2700916,6.5,30
tt2700974,7.3,13
tt2701390,6.3,165
tt2701570,6.4,120
tt2701772,4.3,1395
tt2701778,4.0,188
tt2702724,5.4,48656
tt2702920,5.6,10056
tt2702946,6.3,67
tt27034626,8.3,19
tt2704670,3.2,9
tt27048394,3.6,23
tt2704998,6.9,255748
tt2705542,3.0,195
tt2705666,5.4,124
tt2705870,6.6,115
tt2706086,6.0,8
tt2706104,5.4,36
tt2706120,5.7,46
tt2706264,5.2,451
tt2706352,7.2,14
tt2706570,6.2,691
tt27072552,2.1,26
tt27072720,3.9,8
tt2707398,4.9,21
tt2707566,6.4,29
tt27076243,5.9,21
tt27077464,3.2,26
tt27077762,1.3,19
tt2707804,5.8,126
tt2707810,5.7,1535
tt2707848,6.1,6480
tt2707858,6.2,13020
tt2708254,6.9,7644
tt2708306,3.3,134
tt2708382,5.3,14
tt2708602,4.6,24
tt2708764,5.8,2760
tt2708782,5.3,1058
tt27090100,3.7,10
tt2709070,6.6,113
tt2709172,8.2,34
tt27094831,6.6,5
tt2709490,6.6,10
tt2709492,5.9,24
tt2709606,5.3,29
tt2709626,7.6,49
tt2709636,4.8,166
tt2709656,5.7,75
tt2709692,6.4,91146
tt2709716,3.5,176
tt2709764,6.4,1270
tt2709766,4.7,53
tt2709768,6.5,217398
tt2709962,4.0,176
tt2710368,5.2,1624
tt2710826,4.0,2099
tt2711256,5.3,266
tt2711672,6.5,430
tt2711708,6.6,33
tt2711898,5.5,3037
tt2712658,3.6,15
tt2712758,4.4,477
tt2712990,5.4,561
tt2713180,7.6,547263
tt2713440,6.2,59
tt2713632,7.6,14
tt2713642,2.9,1421
tt2714380,4.3,8609
tt2714410,4.6,901
tt2714626,7.2,101
tt2714934,6.6,377
tt2715446,7.3,294
tt2715556,3.1,787
tt2716062,5.3,277
tt2716382,5.7,14099
tt2716554,6.2,379
tt2716576,7.0,52
tt2716756,8.8,11
tt2716802,4.9,287
tt2717168,7.7,1514
tt2717318,4.6,2081
tt2717558,6.9,3350
tt2717682,4.3,1363
tt2717822,5.5,64302
tt2717860,6.0,24125
tt27179004,6.4,7
tt27179041,6.2,5
tt2717934,9.4,70
tt2718028,3.9,266
tt2718314,4.2,378
tt2718440,6.1,9938
tt2718442,6.6,709
tt2718462,6.5,461
