tconst,averageRating,numVotes
tt0464096,5.1,578
tt0464098,5.0,284
tt0464105,7.0,3708
tt0464118,4.4,143
tt0464131,6.5,52
tt0464137,2.9,157
tt0464141,7.4,163613
tt0464154,5.5,96707
tt0464160,6.9,12814
tt0464163,6.5,19
tt0464184,6.3,1623
tt0464196,6.4,40685
tt0464288,6.5,47
tt0464320,3.9,3589
tt0464651,6.0,120
tt0464691,6.5,87
tt0464760,5.5,92
tt0464762,6.3,587
tt0464842,6.3,115
tt0464891,6.6,113
tt0464907,6.5,2549
tt0464913,7.0,23113
tt0465067,6.5,12
tt0465140,5.8,470
tt0465142,5.5,25229
tt0465146,4.8,164
tt0465160,5.2,214
tt0465188,6.8,5196
tt0465203,6.4,32080
tt0465234,6.5,253601
tt0465375,5.5,8592
tt0465407,5.6,1012
tt0465430,6.1,13086
tt0465434,3.3,228
tt0465436,6.5,12432
tt0465440,4.9,662
tt0465461,5.9,719
tt0465485,3.2,223
tt0465494,6.2,177773
tt0465502,5.9,24333
tt0465506,4.3,100
tt0465509,6.6,196
tt0465517,4.7,728
tt0465518,5.2,19
tt0465538,7.2,174072
tt0465551,7.4,84583
tt0465552,6.0,590
tt0465553,4.1,104
tt0465554,6.2,22
tt0465580,6.1,115589
tt0465600,5.4,115
tt0465602,6.6,155021
tt0465616,3.2,341
tt0465624,5.2,67016
tt0465636,6.8,43
tt0465637,7.8,43
tt0465643,3.0,248
tt0465659,8.0,17
tt0465666,5.8,188
tt0465670,6.1,10343
tt0465676,6.4,7171
tt0465737,5.6,728
tt0465891,4.3,16
tt0465916,6.6,31
tt0465920,5.5,40
tt0465963,6.0,327
tt0465967,7.0,2687
tt0466056,5.3,732
tt0466100,6.7,191
tt0466108,6.5,15
tt0466195,5.9,908
tt0466264,7.1,108
tt0466265,6.7,145
tt0466342,2.8,62231
tt0466375,6.4,627
tt0466399,6.9,5108
tt0466405,7.1,735
tt0466456,5.9,607
tt0466460,8.2,25011
tt0466561,7.6,6673
tt0466660,7.2,41
tt0466664,5.9,7697
tt0466665,5.5,1393
tt0466669,5.4,1204
tt0466713,5.1,1631
tt0466723,6.1,60
tt0466745,5.5,1021
tt0466766,4.5,4701
tt0466771,5.4,3660
tt0466787,5.5,589
tt0466794,6.2,96
tt0466816,6.9,13127
tt0466837,5.6,24
tt0466839,6.0,19462
tt0466842,7.1,18
tt0466843,7.7,16
tt0466845,5.2,175
tt0466856,6.1,12252
tt0466857,6.8,36
tt0466893,6.5,18346
tt0466899,4.7,478
tt0466909,5.5,62758
tt0466923,6.7,895
tt0466941,2.2,100
tt0466943,5.8,408
tt0466978,2.6,326
tt0467003,7.4,2610
tt0467004,4.6,120
tt0467017,5.2,890
tt0467081,6.8,16
tt0467110,4.8,22737
tt0467111,5.7,17
tt0467116,2.4,363
tt0467145,8.5,17
tt0467167,5.3,4434
tt0467197,5.3,130183
tt0467200,6.7,119980
tt0467406,7.4,549249
tt0467409,5.7,98
tt0467506,5.1,834
tt0467684,4.3,169
tt0467693,6.9,25
tt0467694,5.9,185
tt0467789,4.4,153
tt0467817,5.9,626
tt0467923,6.6,1446
tt0468071,8.5,54
tt0468094,7.4,11474
tt0468441,5.8,16
tt0468448,8.2,10
tt0468455,3.9,157
tt0468458,6.0,165
tt0468459,5.8,90
tt0468463,5.9,957
tt0468464,2.6,124
tt0468471,3.8,106
tt0468476,4.3,1033
tt0468479,6.8,67
tt0468489,7.1,91945
tt0468491,4.6,181
tt0468492,7.1,132745
tt0468516,6.2,78
tt0468520,4.0,483
tt0468521,5.7,731
tt0468526,6.8,8828
tt0468529,5.5,289
tt0468533,7.7,38
tt0468536,4.7,8651
tt0468538,2.4,174
tt0468545,4.3,61
tt0468546,7.8,100
tt0468548,6.3,889
tt0468565,7.2,31609
tt0468569,9.0,2871007
tt0468579,6.3,17
tt0468580,6.3,311
tt0468644,7.0,8080
tt0468683,5.7,3184
tt0468703,6.2,68
tt0468704,7.4,6680
tt0468729,7.1,151
tt0468736,6.0,906
tt0468750,6.6,116
tt0468774,5.7,427
tt0468777,6.9,368
tt0468795,7.5,4489
tt0468812,6.5,238
tt0468820,7.1,4993
tt0468862,4.2,224
tt0468869,4.5,130
tt0468871,6.0,223
tt0468965,5.0,1426
tt0469021,6.9,32975
tt0469041,6.6,40
tt0469043,7.1,36
tt0469045,5.4,1597
tt0469050,4.9,1124
tt0469055,5.3,847
tt0469059,4.6,250
tt0469062,5.5,3901
tt0469066,5.9,61
tt0469067,5.4,11
tt0469081,6.3,83
tt0469094,3.8,151
tt0469099,6.3,1515
tt0469102,7.4,21
tt0469104,6.2,250
tt0469119,6.7,94
tt0469135,7.1,127
tt0469148,4.8,19
tt0469151,4.9,186
tt0469152,5.6,155
tt0469184,6.6,5437
tt0469206,7.1,19
tt0469233,6.1,1153
tt0469251,4.4,136
tt0469263,6.3,23282
tt0469318,5.3,4866
tt0469429,5.4,2383
tt0469494,8.2,641199
tt0469519,5.7,1297
tt0469623,7.1,29779
tt0469640,5.7,4692
tt0469641,6.0,87874
tt0469683,3.7,2451
tt0469684,3.4,1458
tt0469688,6.4,16
tt0469689,6.0,4083
tt0469690,6.0,170
tt0469694,6.6,95
tt0469739,4.9,285
tt0469754,6.6,12674
tt0469782,5.0,31
tt0469789,4.6,561
tt0469849,1.7,4722
tt0469881,6.4,78
tt0469897,6.3,3018
tt0469903,7.2,22868
tt0469913,5.9,2498
tt0469966,5.4,455
tt0469971,6.8,15
tt0469973,7.2,13
tt0469976,4.4,984
tt0469979,4.5,346
tt0470000,5.0,8653
tt0470055,5.2,19941
tt0470102,5.5,1836
tt0470132,5.1,503
tt0470160,6.8,11
tt0470168,5.3,1838
tt0470263,5.0,213
tt0470281,6.0,360
tt0470283,7.4,723
tt0470290,6.6,221
tt0470372,5.0,57
tt0470402,5.8,968
tt0470419,5.9,343
tt0470420,5.9,170
tt0470451,5.5,94
tt0470521,2.7,1464
tt0470536,4.9,333
tt0470555,8.1,40
tt0470575,4.1,27
tt0470581,6.7,99
tt0470582,5.0,48
tt0470610,6.3,169
tt0470612,5.9,200
tt0470614,6.4,759
tt0470679,5.3,4329
tt0470702,6.6,322
tt0470705,6.1,37814
tt0470715,5.7,1025
tt0470732,6.5,4479
tt0470737,5.9,490
tt0470745,6.5,30
tt0470752,7.7,589642
tt0470761,4.7,3495
tt0470765,6.3,15891
tt0470768,6.2,68
tt0470801,5.7,81
tt0470832,5.5,473
tt0470846,6.4,85
tt0470850,5.8,146
tt0470852,6.5,48
tt0470864,5.5,290
tt0470865,5.1,27
tt0470869,3.2,1763
tt0470883,7.4,35475
tt0470900,5.5,11
tt0470913,6.8,377
tt0470936,4.2,71
tt0470951,6.7,355
tt0470953,6.2,132
tt0470958,6.8,123
tt0470966,7.0,644
tt0470967,6.2,1715
tt0470968,4.4,239
tt0470993,3.8,3367
tt0470995,4.4,706
tt0471005,5.9,713
tt0471009,6.7,1181
tt0471011,3.1,870
tt0471015,5.8,19
tt0471018,6.7,677
tt0471030,6.8,13633
tt0471032,3.2,179
tt0471037,3.8,206
tt0471041,6.0,36267
tt0471042,6.2,151016
tt0471043,8.2,50
tt0471160,7.3,510
tt0471223,6.4,335
tt0471367,6.0,165
tt0471395,7.0,1916
tt0471414,6.3,488
tt0471454,7.3,9
tt0471565,6.1,531
tt0471834,7.0,4019
tt0471930,5.9,657
tt0472033,7.0,147678
tt0472043,7.8,331350
tt0472046,6.0,240
tt0472050,5.7,4254
tt0472062,7.0,124905
tt0472066,2.7,37
tt0472071,5.8,10499
tt0472073,2.9,254
tt0472096,4.7,281
tt0472102,5.3,14
tt0472109,5.1,29
tt0472113,7.1,998
tt0472118,4.5,938
tt0472126,6.8,1788
tt0472131,9.3,19
tt0472143,6.7,26
tt0472156,6.7,4177
tt0472157,5.8,7
tt0472160,6.7,66227
tt0472167,5.6,49
tt0472175,6.2,943
tt0472181,5.4,96724
tt0472186,3.7,407
tt0472198,6.7,46065
tt0472200,5.5,160
tt0472201,5.7,112
tt0472205,6.2,6626
tt0472254,5.8,470
tt0472259,6.0,4191
tt0472268,7.0,5640
tt0472399,6.5,171679
tt0472454,7.7,16
tt0472458,6.7,10295
tt0472465,4.1,1384
tt0472482,5.5,39
tt0472484,6.5,467
tt0472521,6.8,363
tt0472542,5.7,156
tt0472553,8.1,11
tt0472562,7.6,3696
tt0472563,6.8,48
tt0472569,6.5,7
tt0472571,3.9,359
tt0472582,6.8,7364
tt0472615,5.4,947
tt0472727,4.4,99
tt0472767,6.2,1614
tt0472832,5.6,527
tt0473001,2.6,331
tt0473015,5.4,538
tt0473024,2.2,9450
tt0473039,6.1,7
tt0473043,4.1,291
tt0473059,6.5,30
tt0473060,3.6,82
tt0473064,5.6,1544
tt0473074,6.3,2269
tt0473075,6.6,303963
tt0473100,3.8,132
tt0473102,6.9,4187
tt0473153,5.0,249
tt0473154,6.2,10
tt0473174,6.3,1520
tt0473188,5.8,15256
tt0473191,7.1,42
tt0473267,5.3,6725
tt0473308,7.0,48830
tt0473310,1.4,7101
tt0473333,5.7,5823
tt0473335,6.6,60
tt0473342,4.7,322
tt0473343,7.5,43
tt0473348,4.0,1376
tt0473351,6.1,70
tt0473356,5.7,12255
tt0473360,5.8,34074
tt0473363,5.4,287
tt0473364,4.9,2178
tt0473365,4.3,206
tt0473367,7.4,28221
tt0473371,5.3,28
tt0473390,8.0,50
tt0473393,2.5,790
tt0473397,6.9,104
tt0473398,5.0,478
tt0473401,4.9,47
tt0473402,7.7,51
tt0473403,5.7,128
tt0473435,5.9,610
tt0473443,2.5,383
tt0473444,7.0,45965
tt0473449,6.2,56
tt0473453,6.5,500
tt0473464,5.4,2810
tt0473474,7.0,841
tt0473487,5.1,13
tt0473488,6.9,26805
tt0473492,7.1,1746
tt0473500,5.2,730
tt0473502,5.9,90
tt0473514,5.5,6409
tt0473539,4.6,142
tt0473561,7.2,27
tt0473565,7.8,52
tt0473609,4.7,888
tt0473658,7.2,1994
tt0473679,5.4,109
tt0473696,6.2,756
tt0473700,5.8,3072
tt0473705,7.1,160432
tt0473709,6.5,6033
tt0473712,7.3,11
tt0473738,2.2,279
tt0473753,7.0,35665
tt0473829,5.1,3870
tt0473910,6.0,630
tt0474312,7.1,388
tt0474622,6.8,1554
tt0474642,6.2,3489
tt0474694,5.9,564
tt0474791,5.7,1313
tt0474865,6.1,420
tt0474917,6.6,662
tt0475061,8.2,44
tt0475147,5.0,605
tt0475169,7.3,18035
tt0475179,6.9,661
tt0475217,3.8,1392
tt0475228,5.4,1229
tt0475240,7.3,18
tt0475241,6.9,966
tt0475243,5.5,715
tt0475247,4.2,101
tt0475251,6.8,6
tt0475252,5.5,3090
tt0475255,5.6,462
tt0475263,5.6,478
tt0475271,6.5,1472
tt0475276,7.6,110947
tt0475286,6.4,1752
tt0475289,4.1,2314
tt0475290,6.3,143169
tt0475298,4.1,3163
tt0475306,4.4,58
tt0475317,7.0,3541
tt0475323,3.8,1416
tt0475328,7.3,26
tt0475330,5.4,564
tt0475331,6.5,1304
tt0475338,3.3,142
tt0475343,4.4,205
tt0475355,6.3,6902
tt0475365,5.1,19
tt0475369,5.6,63
tt0475378,4.9,38
tt0475380,5.9,6119
tt0475390,5.7,697
tt0475393,5.7,64
tt0475394,6.6,152087
tt0475401,4.5,12
tt0475417,4.0,3873
tt0475431,3.4,201
tt0475532,5.9,2773
tt0475534,6.0,439
tt0475590,5.4,1353
tt0475711,7.2,3462
tt0475723,6.8,12943
tt0475735,5.1,768
tt0475750,5.7,1391
tt0475760,6.1,418
tt0475783,7.6,7536
tt0475860,7.0,2264
tt0475936,3.6,220
tt0475937,5.5,13297
tt0475944,5.2,52095
tt0475947,8.2,18
tt0475970,2.5,803
tt0475984,6.4,8394
tt0475989,4.2,514
tt0475997,6.8,39
tt0475998,5.6,3089
tt0476007,5.4,92
tt0476009,8.1,46
tt0476023,5.4,128
tt0476195,5.7,32
tt0476240,6.9,537
tt0476323,6.7,937
tt0476359,6.0,48
tt0476396,5.0,251
tt0476453,5.8,19
tt0476479,4.0,37
tt0476496,5.1,185
tt0476519,5.8,467
tt0476527,6.6,6720
tt0476540,4.3,516
tt0476546,6.6,110
tt0476550,3.7,4925
tt0476568,6.7,249
tt0476576,6.2,216
tt0476580,4.7,61
tt0476603,5.7,1547
tt0476643,7.3,5672
tt0476649,5.4,2420
tt0476657,6.6,84
tt0476671,6.6,58
tt0476680,6.6,8001
tt0476681,6.9,3284
tt0476703,3.9,37
tt0476729,5.0,1392
tt0476735,8.2,92619
tt0476762,4.1,944
tt0476872,6.9,2448
tt0476884,7.3,10623
tt0476958,4.9,12378
tt0476961,3.7,91
tt0476964,6.7,63500
tt0476967,6.3,137
tt0476977,6.1,75
tt0476982,4.4,25
tt0476985,2.7,335
tt0476988,4.6,20
tt0476991,6.8,5893
tt0476992,5.2,114
tt0476995,5.5,6321
tt0476999,6.7,984
tt0477003,7.9,9
tt0477029,7.4,75
tt0477039,8.6,20
tt0477050,5.0,193
tt0477051,4.2,79771
tt0477065,5.2,416
tt0477071,5.9,81728
tt0477078,6.5,13693
tt0477080,6.8,207776
tt0477086,7.1,11
tt0477095,6.7,25081
tt0477129,7.8,31
tt0477135,7.3,30
tt0477138,3.6,307
tt0477139,7.2,57706
tt0477273,5.5,1252
tt0477302,6.9,105175
tt0477347,6.5,377378
tt0477348,8.2,1060358
tt0477349,6.0,1900
tt0477392,5.9,1859
tt0477404,6.6,212
tt0477419,4.6,524
tt0477438,6.2,25
tt0477451,6.2,73
tt0477475,6.2,24
tt0477585,7.3,2172
tt0477607,7.0,332
tt0477640,4.2,95
tt0477647,5.9,593
tt0477664,8.4,77
tt0477731,7.3,4600
tt0477774,6.7,28
tt0477823,3.6,177
tt0477898,6.6,921
tt0477911,9.0,24
tt0477916,6.9,1094
tt0477988,6.1,2031
tt0477991,4.7,2577
tt0477999,5.9,561
tt0478007,6.9,64
tt0478024,6.9,13197
tt0478033,6.2,118
tt0478050,2.2,10
tt0478087,6.8,266524
tt0478088,5.2,10
tt0478120,6.3,28
tt0478126,4.6,2223
tt0478129,2.8,145
tt0478134,7.2,75107
tt0478135,3.0,957
tt0478137,3.4,352
tt0478149,5.5,913
tt0478154,5.4,670
tt0478165,3.5,1661
tt0478188,2.4,1965
tt0478192,7.4,18
tt0478208,3.6,237
tt0478210,4.8,1573
tt0478216,4.0,2460
tt0478237,5.6,418
tt0478239,5.3,142
tt0478241,6.9,19
tt0478260,5.5,769
tt0478261,7.6,259
tt0478262,4.5,234
tt0478265,3.2,1120
tt0478267,3.5,349
tt0478268,6.8,41
tt0478273,5.5,476
tt0478277,8.0,15
tt0478303,4.7,1805
tt0478304,6.8,184137
tt0478305,3.9,957
tt0478311,6.9,384666
tt0478328,7.7,16
tt0478329,5.9,1838
tt0478365,5.9,1110
tt0478366,6.4,385
tt0478394,5.8,3425
tt0478411,4.0,119
tt0478433,8.2,9
tt0478548,5.8,229
tt0478714,6.4,546
tt0478737,2.7,4345
tt0478763,4.2,352
tt0478802,4.4,560
tt0478813,7.9,10271
tt0478829,7.6,5190
tt0478856,2.3,293
tt0478874,8.2,20
tt0478968,4.7,280
tt0478970,7.2,722184
tt0478976,4.1,896
tt0478978,7.1,750
tt0478984,7.0,208
tt0478988,7.1,8894
tt0478994,5.2,292
tt0478999,6.8,949
tt0479008,6.6,1533
tt0479028,6.1,16
tt0479042,5.1,136
tt0479049,5.2,135
tt0479051,6.6,48
tt0479074,5.0,724
tt0479091,6.5,29
tt0479098,7.0,21
tt0479116,7.5,23
tt0479131,7.3,44
tt0479140,4.9,767
tt0479143,7.1,231504
tt0479147,4.7,288
tt0479153,8.5,37
tt0479162,6.8,5911
tt0479178,7.0,85
tt0479181,4.8,888
tt0479199,3.9,2429
tt0479204,4.0,468
tt0479219,4.2,937
tt0479258,6.5,158
tt0479263,6.2,125
tt0479265,5.7,127
tt0479275,5.7,538
tt0479286,7.9,44
tt0479289,6.5,5241
tt0479309,5.8,34
tt0479310,7.8,18
tt0479311,5.8,959
tt0479341,6.2,4448
tt0479354,7.1,3704
tt0479500,5.9,21550
tt0479519,6.9,6877
tt0479528,6.2,33421
tt0479537,6.6,34521
tt0479634,7.1,215
tt0479647,6.7,13159
tt0479669,5.8,487
tt0479700,5.9,96
tt0479716,6.2,180
tt0479751,7.5,21606
tt0479773,7.0,910
tt0479873,4.3,101
tt0479874,4.8,748
tt0479880,3.7,422
tt0479884,6.9,263625
tt0479887,3.8,140
tt0479901,6.1,320
tt0479910,8.6,34
tt0479914,4.6,641
tt0479925,2.8,153
tt0479948,3.9,2002
tt0479952,6.6,247491
tt0479965,6.5,1504
tt0479968,4.0,34013
tt0479974,5.3,319
tt0479978,3.0,165
tt0479997,5.4,98275
tt0479999,5.6,80
tt0480001,6.3,640
tt0480005,5.8,11
tt0480011,5.5,7418
tt0480023,6.2,30
tt0480025,7.7,128742
tt0480029,7.2,76
tt0480032,7.6,17
tt0480048,5.0,682
tt0480050,6.8,29
tt0480053,5.8,601
tt0480082,5.0,824
tt0480202,8.0,419
tt0480239,5.6,14320
tt0480242,6.8,106999
tt0480249,7.2,814336
tt0480251,6.4,2415
tt0480255,6.2,107031
tt0480256,8.1,24
tt0480257,4.5,420
tt0480268,5.6,967
tt0480269,6.8,13942
tt0480271,4.8,23997
tt0480459,6.2,473
tt0480516,3.5,601
tt0480556,6.7,1040
tt0480558,6.8,752
tt0480559,5.9,73
tt0480566,5.5,34
tt0480586,6.3,257
tt0480669,7.1,68792
tt0480687,5.9,131095
tt0480702,7.8,978
tt0480722,6.6,45
tt0480821,5.1,185
tt0480854,5.9,881
tt0480904,5.3,20
tt0480919,5.2,6316
tt0480940,6.8,151
tt0481001,7.6,11
tt0481141,6.3,78809
tt0481249,3.6,117
tt0481273,6.5,3161
tt0481280,3.5,1648
tt0481301,7.4,29
tt0481369,6.4,212658
tt0481390,6.1,3186
tt0481393,5.4,206
tt0481494,3.0,246
tt0481497,4.2,147
tt0481499,7.1,232046
tt0481509,2.7,802
tt0481510,3.7,1191
tt0481511,6.5,91
tt0481512,8.3,39
tt0481517,4.9,175
tt0481519,5.0,381
tt0481532,5.8,108
tt0481535,7.2,13
tt0481536,6.5,142029
tt0481543,3.4,231
tt0481544,4.2,597
tt0481545,3.5,226
tt0481561,3.7,229
tt0481572,1.8,409
tt0481582,7.8,84
tt0481583,6.0,674
tt0481598,5.2,265
tt0481610,3.0,1016
tt0481617,8.3,26
tt0481620,7.3,11
tt0481648,7.1,36
tt0481651,7.0,139
tt0481797,6.1,14193
tt0481995,5.7,1272
tt0482018,3.3,127
tt0482025,2.2,164
tt0482088,7.0,33210
tt0482159,5.0,91
tt0482178,5.9,395
tt0482218,6.8,25
tt0482364,7.0,192
tt0482374,5.3,4404
tt0482456,2.6,729
tt0482461,5.8,4496
tt0482463,7.1,11041
tt0482466,6.6,35
tt0482470,7.6,61
tt0482473,6.1,1659
tt0482495,4.0,926
tt0482496,7.5,28
tt0482497,3.7,84
tt0482499,6.6,677
tt0482509,5.2,38
tt0482512,8.5,116
tt0482517,4.9,516
tt0482522,4.6,120
tt0482525,5.8,292
tt0482527,6.2,42822
tt0482528,5.6,371
tt0482531,3.8,64
tt0482533,8.2,35
tt0482537,3.0,145
tt0482541,4.8,213
tt0482545,7.2,31
tt0482546,7.0,32022
tt0482558,7.3,12
tt0482562,8.9,11
tt0482567,6.5,257
tt0482571,8.5,1441336
tt0482572,6.6,63288
tt0482577,2.8,349
tt0482582,4.4,168
tt0482593,6.9,25
tt0482599,5.2,37583
tt0482602,3.9,465
tt0482603,4.5,12495
tt0482606,6.1,143618
tt0482613,5.0,325
tt0482617,3.0,39
tt0482619,8.0,21
tt0482629,7.3,20431
tt0482635,7.0,35
tt0482901,7.2,2875
tt0482930,6.1,7163
tt0482957,5.8,2247
tt0482987,6.6,541
tt0483022,7.2,2724
tt0483068,7.3,270
tt0483083,3.5,220
tt0483184,6.6,388
tt0483195,5.4,901
tt0483200,3.9,621
tt0483206,7.4,770
tt0483277,4.2,110
tt0483301,6.9,99
tt0483467,6.8,11
tt0483539,4.8,49
tt0483541,4.7,29
tt0483573,7.5,18
tt0483577,4.7,1684
tt0483578,7.7,4284
tt0483586,6.3,976
tt0483591,9.2,14
tt0483607,5.9,79934
tt0483631,3.3,1100
tt0483703,7.5,2844
tt0483719,5.8,2457
tt0483722,6.4,157
tt0483726,6.2,35184
tt0483746,7.1,41
tt0483756,6.1,6143
tt0483763,3.4,530
tt0483776,5.4,1006
tt0483793,6.7,23
tt0483796,5.0,428
tt0483812,6.3,1896
tt0483817,6.0,1201
tt0483826,6.2,98
tt0483835,4.6,211
tt0483908,5.7,430
tt0484039,6.3,1589
tt0484090,6.4,5768
tt0484107,6.0,169
tt0484111,5.7,8749
tt0484113,6.6,1020
tt0484142,7.1,19
tt0484207,3.5,1920
tt0484224,5.0,602
tt0484382,6.1,3391
tt0484434,5.2,482
tt0484437,6.6,3246
tt0484474,6.4,56
tt0484562,4.7,15861
tt0484740,6.4,24133
tt0484831,4.5,1710
tt0484840,6.3,361
tt0484873,5.0,79
tt0484877,5.6,17346
tt0484881,4.3,1164
tt0484890,7.6,21
tt0484904,5.5,343
tt0484905,4.0,6808
tt0485026,7.1,64
tt0485061,6.3,3215
tt0485107,4.1,30
tt0485146,5.7,63
tt0485149,6.5,253
tt0485185,4.5,664
tt0485241,7.3,11299
tt0485272,5.2,5791
tt0485323,7.3,12100
tt0485376,4.9,2727
tt0485551,4.2,47
tt0485552,6.3,866
tt0485601,7.5,38294
tt0485675,4.4,301
tt0485774,4.0,1394
tt0485782,2.7,364
tt0485798,5.8,704
tt0485830,4.3,26
tt0485851,6.7,34936
tt0485863,6.7,4404
tt0485880,4.3,12
tt0485909,5.3,2281
tt0485920,3.2,171
tt0485924,4.8,722
tt0485927,5.9,714
tt0485945,6.8,8
tt0485947,7.7,245848
tt0485956,5.5,581
tt0485976,6.6,15762
tt0485985,5.9,37250
tt0486000,7.6,34
tt0486001,7.6,16
tt0486011,8.0,11
tt0486020,3.5,577
tt0486021,6.1,124
tt0486022,7.1,122
tt0486028,4.9,4683
tt0486029,5.0,135
tt0486051,5.8,24981
tt0486118,5.3,217
tt0486146,7.1,13
tt0486192,6.1,302
tt0486219,6.9,4525
tt0486264,6.9,38
tt0486321,4.5,4792
tt0486411,8.1,36
tt0486474,6.5,2655
tt0486480,6.4,3497
tt0486546,7.1,52
tt0486551,6.2,71413
tt0486554,6.3,316
tt0486561,5.8,52
tt0486569,3.8,1102
tt0486572,6.2,3394
tt0486576,5.6,277416
tt0486577,3.6,81
tt0486578,4.6,11658
tt0486580,6.5,106
tt0486583,5.7,47807
tt0486589,5.5,48
tt0486592,2.9,304
tt0486611,4.3,283
tt0486614,4.3,286
tt0486615,5.4,4956
tt0486617,3.9,211
tt0486619,4.9,239
tt0486622,7.2,80
tt0486628,5.9,357
tt0486629,7.5,115
tt0486639,4.9,109
tt0486640,4.5,24110
tt0486649,8.1,19
tt0486650,5.6,33
tt0486651,4.7,1540
tt0486652,3.9,1622
tt0486655,7.6,285268
tt0486665,5.9,912
tt0486666,3.7,520
tt0486667,6.0,50
tt0486674,5.6,28522
tt0486728,6.1,98
tt0486739,6.8,46
tt0486751,5.8,1400
tt0486771,2.8,202
tt0486813,4.9,27
tt0486822,6.8,248299
tt0486911,5.5,261
tt0486946,5.8,123396
tt0486961,4.7,81
tt0486985,8.2,19
tt0487024,8.2,28
tt0487027,5.9,1255
tt0487090,5.5,26
tt0487130,5.4,23
tt0487144,4.9,301
tt0487156,3.7,1120
tt0487195,6.1,2860
tt0487273,6.9,2844
tt0487369,6.2,230
tt0487400,3.1,248
tt0487419,7.4,7910
tt0487456,6.0,333
tt0487469,5.6,165
tt0487503,7.0,7379
tt0487759,2.9,117
tt0487882,6.5,18
tt0487887,5.3,2644
tt0487891,3.6,275
tt0487894,4.4,105
tt0487897,7.0,337
tt0487903,6.4,39
tt0487928,4.8,5980
tt0487948,4.9,80
tt0487955,7.4,17
tt0487958,5.5,77
tt0488017,4.2,107
tt0488023,6.1,854
tt0488085,6.7,31834
tt0488120,7.2,218933
tt0488121,6.5,1003
tt0488138,6.3,275
tt0488151,4.8,484
tt0488164,3.0,1862
tt0488174,6.5,1279
tt0488295,7.1,276
tt0488310,5.0,156
tt0488349,5.2,1077
tt0488374,6.7,690
tt0488380,6.5,4870
tt0488478,7.6,15361
tt0488535,6.1,1560
tt0488539,4.0,5036
tt0488542,8.1,13
tt0488572,5.1,53
tt0488584,6.8,285
tt0488604,6.1,30670
tt0488612,5.1,431
tt0488658,5.3,12429
tt0488663,7.3,11
tt0488712,6.8,16
tt0488763,6.4,2968
tt0488798,7.1,25350
tt0488820,6.0,203
tt0488830,8.3,18
tt0488831,6.3,39
tt0488841,6.7,41
tt0488870,7.7,2462
tt0488897,7.6,15
tt0488903,6.6,597
tt0488905,7.5,8999
tt0488906,4.8,3751
tt0488928,4.6,831
tt0488929,6.0,44
tt0488962,5.2,2807
tt0488967,3.9,187
tt0488988,5.6,11572
tt0488997,3.2,133
tt0489010,5.6,2139
tt0489013,7.1,36
tt0489015,4.2,711
tt0489017,3.8,203
tt0489019,3.2,604
tt0489023,5.1,21
tt0489024,2.1,150
tt0489048,4.6,304
tt0489049,6.5,61210
tt0489067,6.4,171
tt0489071,6.1,57
tt0489085,5.4,2925
tt0489099,6.1,323619
tt0489137,7.5,45
tt0489161,8.5,25
tt0489210,2.1,600
tt0489212,6.0,974
tt0489215,6.1,37
tt0489225,7.0,1721
tt0489235,6.1,25143
tt0489237,6.2,64077
tt0489244,3.1,3879
tt0489249,8.4,10
tt0489270,6.2,212407
tt0489281,6.4,20891
tt0489282,5.2,22757
tt0489286,4.6,896
tt0489318,5.4,1459
tt0489327,7.1,13411
tt0489337,6.8,34
tt0489410,5.3,139
tt0489447,6.2,43
tt0489451,6.7,21
tt0489461,6.5,1783
tt0489486,3.9,1975
tt0489488,4.8,137
tt0489529,6.6,6
tt0489532,5.5,64
tt0489563,6.1,26
tt0489664,6.6,33586
tt0489682,6.5,2496
tt0489772,5.8,458
tt0489793,6.5,1153
tt0489811,5.9,26
tt0489842,2.0,129
tt0489853,5.2,361
tt0489932,8.2,14
tt0490021,6.6,161
tt0490075,4.9,391
tt0490076,5.5,34767
tt0490080,4.9,226
tt0490081,5.0,492
tt0490084,5.6,40121
tt0490086,6.1,47244
tt0490087,6.9,320
tt0490114,4.0,422
tt0490160,4.8,118
tt0490161,4.9,155
tt0490166,6.9,8737
tt0490181,5.2,27140
tt0490196,3.3,9419
tt0490199,7.0,68
tt0490204,7.4,99611
tt0490210,6.7,7849
tt0490215,7.2,123005
tt0490234,6.8,3244
tt0490236,4.1,345
tt0490240,3.1,858
tt0490247,6.8,22
tt0490389,7.8,15
tt0490393,6.1,208
tt0490469,3.4,250
tt0490496,4.2,75
tt0490499,5.8,1466
tt0490527,4.0,988
tt0490579,6.6,7223
tt0490701,5.5,1251
tt0490803,6.5,57
tt0490839,7.6,25
tt0490847,5.2,77
tt0490851,7.7,29
tt0490875,4.4,40
tt0490878,3.6,198
tt0490892,6.7,8
tt0490935,5.5,95
tt0490961,5.6,30
tt0490964,8.7,92
tt0491000,5.1,673
tt0491002,5.3,464
tt0491005,4.3,2654
tt0491027,4.1,149
tt0491044,6.7,3096
tt0491046,5.6,3283
tt0491095,8.4,15
tt0491104,3.9,226
tt0491109,6.4,3467
tt0491116,4.9,28
tt0491118,7.5,23
tt0491138,8.3,91
tt0491145,4.7,2673
tt0491152,5.8,65258
tt0491157,8.6,43
tt0491159,6.8,23
tt0491161,5.4,99
tt0491162,6.3,3922
tt0491166,3.0,472
tt0491171,4.5,30
tt0491175,5.8,47212
tt0491176,5.0,105
